ID,YEAR,DAY,FOCAL_DEPTH,PRIMARY_MAGNITUDE,COUNTRY,LOCATION_NAME,latitude,longitude,REGION_CODE,MAXIMUM_WATER_HEIGHT
1,-2000,,,,SYRIA,SYRIAN COASTS,35.683,35.8,50,
3,-1610,,,,GREECE,THERA ISLAND (SANTORINI),36.4,25.4,50,90
4,-1365,,,,SYRIA,SYRIAN COASTS,35.683,35.8,50,
5,-1300,,,6,TURKEY,IONIAN COASTS, TROAD,39.96,26.24,50
6,-760,,,,ISRAEL,ISRAEL AND LEBANON COASTS,,,50,
7,-590,,,,LEBANON,LEBANON COASTS,33.27,35.22,50,
8,-525,,,,LEBANON,LEBANON COASTS,33.56,35.37,50,
3469,-480,29,,,GREECE,SARONIC GULF,37.9,23.5,50,
9,-479,,,7,GREECE,NORTH AEGEAN,39.7,23.3,50,
10,-426,,,7.1,GREECE,CORINTHOS-PATRAS GULF,38.9,22.7,50,
11,-373,,,7.3,GREECE,CORINTHOS-PATRAS GULF,38.25,22.25,50,
12,-330,,,7,GREECE,E. SPORADES ISLANDS, AEGEAN ISLANDS,40,25,50
5282,-326,,,,INDIA,KUTCH,23,71,60,
3092,-227,,,7.2,GREECE,DODECANESE ISLANDS,36.3,28.3,50,
3471,-226,,,,GREECE,SOUTH EVIOKOS GULF,38.6,23.3,50,
3472,-223,,,,GREECE,MALIAKOS GULF,38.809,22.784,50,
5382,-218,,,,SPAIN,CADIZ,36.2,-7.17,73,
4281,-210,,,,PORTUGAL,GULF OF CADIZ,36,-10.5,73,
3473,-198,,,,GREECE,THERA ISLAND (SANTORINI),36.404,25.396,50,
5481,-150,,,,SRI LANKA,SRI LANKA,,,60,
15,-138,,,,ISRAEL,ISRAEL AND LEBANON COASTS,,,50,
4263,-60,,,6.7,PORTUGAL,CABO SAN VICENTE,36,-10,73,
3714,-58,,,6.6,ALBANIA,ALBANIA,41.3,19.5,50,
3728,-50,,,5.5,GEORGIA,BLACK SEA,43,41,40,
3794,-50,,,,BULGARIA,BLACK SEA,43.5,28.5,40,
22,-47,,,,CHINA,LAIZHOU BAY, BOHAI SEA,37.5,119.5,84
19,-23,,,,EGYPT,ALEXANDRIA,,,50,
21,46,,,6.2,GREECE,THERA ISLAND (SANTORINI),36.404,25.396,50,
23,62,,,6.9,GREECE,CRETE,35.2,25.1,50,
26,76,20,,6.3,CYPRUS,LEVANTIAN SEA,34.8,32,50,
3093,79,24,,,ITALY,BAY OF NAPLES,40.821,14.426,50,
4396,115,13,,7.5,TURKEY,ANTAKYA (ANTIOCH),36.1,36.1,50,
3096,120,,,7.2,TURKEY,MARMARA SEA,40.77,29.92,50,
3583,123,,,6.3,SOUTH KOREA,SEA OF JAPAN,35.8,129.2,84,
27,142,,,7,GREECE,DODECANESE ISLANDS,36.7,28,50,
29,173,28,,,CHINA,LAIZHOU BAY, BOHAI SEA,37.5,120,84
3097,177,,,,ITALY,ISLAND OF SICILY,38,15,50,
3427,258,,,,ITALY,TYRRHENIAN SEA,41.9,12.45,50,
31,262,,,,TURKEY,SOUTH COASTS OF ASIA MINOR,36.6,30,50,
32,315,,,,DEAD SEA,DEAD SEA,31.7,35.5,50,
34,342,,,,CYPRUS ISLAND,CYPRUS,,,50,
35,344,,,,TURKEY,MARMARA SEA, DARDANELLES,40.3,26.5,50
3474,346,,,6.8,ALBANIA,ADRIATIC SEA,41.4,19.4,50,
36,348,,,4.1,TURKEY,LEVANTIAN SEA,33.9,35.5,50,
2314,358,24,,,TURKEY,MARMARA SEA,40.77,29.9,50,
37,362,24,,,JORDAN,DEAD SEA,31.3,35.6,50,
38,365,21,70,8,GREECE,CRETE,35,23,50,
3475,368,,,6.4,TURKEY,MARMARA SEA,40.5,29.6,50,
4273,382,,,,PORTUGAL,CABO SAN VICENTE,36,-10.83,73,
2315,407,1,,6.6,TURKEY,MARMARA SEA,41,29,50,
39,416,,,,INDONESIA,JAVA-S. JAVA,-6.102,105.423,60,
40,426,,,,GREECE,GULF OF EUBOEA,,,50,
41,447,26,,7.3,TURKEY,MARMARA SEA,40.9,28.5,50,
4294,450,26,,7,TURKEY,MARMARA SEA,40.4,28.4,50,
2317,478,25,,,TURKEY,MARMARA SEA,40.8,29.2,50,
43,543,,,6.8,TURKEY,BLACK SEA,40.3,27.8,50,
46,551,,,7.1,GREECE,ETOLIA,38.4,22.3,50,
5586,551,7,,,GREECE,,38.4,22.3,50,
47,551,9,,7.8,TURKEY,LEVANTIAN SEA,40.8,29.9,50,
3477,552,,,7.2,GREECE,MALIAKOS GULF,38.4,22.4,50,
48,554,15,,7,GREECE,ISLAND OF KOS,36.5,27.5,50,
3785,555,15,,,GREECE,THRACE,41,29.5,50,
2286,557,,,7,TURKEY,MARMARA SEA,40.9,27.6,50,
49,558,14,,7,TURKEY,MARMARA SEA, STRAIT OF BOSPORUS,40.9,28.8,50
3765,558,,,7,GREECE,DODECANESE ISLANDS,37.1,27.7,50,
53,684,29,,8.4,JAPAN,NANKAIDO,32.5,134,85,3
54,701,12,,7,JAPAN,SEA OF JAPAN,35.7,135.4,85,
55,704,2,,7,JAPAN,KUMANONADA,33.8,136.7,85,
56,740,26,,7.3,TURKEY,MARMARA SEA,40.7,29.3,50,
57,744,30,,6.4,JAPAN,SW. KYUSHU ISLAND,32.4,130.5,85,
58,745,9,,6.5,JAPAN,OSAKA BAY, JAPAN,34.6,135.3,85
59,746,18,,4.9,SYRIA,SYRIAN and EGYPTIAN COASTS,32,35.5,50,
5457,765,,,,JAPAN,KYUSHU ISLAND,,,85,
61,766,20,,6.5,JAPAN,N. KAGOSHIMA BAY,31.6,130.7,85,
62,792,30,,,ITALY,GULF OF VENICE,45.5,11,50,
63,799,18,,,JAPAN,KASHIMA, JAPAN,,,85
3428,800,,,,GREECE,IONIAN SEA,36.2,23.2,50,
64,803,19,,,TURKEY,GULF OF ISKENDERUN,36.95,35.6,50,
66,818,,,7.9,JAPAN,TOKAIDO,35.2,139.3,85,
67,842,24,,,UK,CHANNEL ISLANDS, ENGLAND,49.5,-2.5,73
69,850,27,,7,JAPAN,NW. HONSHU ISLAND,39,139.9,85,
70,855,,,,JAPAN,NANKAIDO,,,85,2
71,859,,,,TURKEY,SAMANDAGI,36.08,36.25,50,
72,863,10,,7,JAPAN,NW. HONSHU ISLAND,37.1,138,85,
74,869,13,,8.6,JAPAN,SANRIKU,38.5,143.8,85,
75,881,8,,,ISRAEL,ISRAEL AND EGYPTIAN COASTS,,,50,
4282,881,10,,,SPAIN,CADIZ,36,-8,73,
76,887,2,,6.5,JAPAN,NIIGATA,37.5,138.1,85,
77,887,26,,8.6,JAPAN,NANKAIDO,33,135.3,85,
5283,900,,,,INDIA,NAGAPATTINAM,10.46,79.53,60,
79,922,,,7,JAPAN,KUMANONADA,33.8,136.7,85,2
80,957,4,,,IRAN,PERSIAN GULF OR CASPIAN SEA,,,40,
3429,963,22,,,ITALY,SICILY,38,15,50,
81,975,26,,,TURKEY,MARMARA SEA, STRAIT OF BOSPORUS,41.04,28.98,50
3430,986,26,,7.5,TURKEY,MARMARA SEA,40.8,29.2,50,
82,991,5,,,SYRIA,SYRIAN COASTS,,,50,
3562,1008,11,,6.5,IRAN,PERSIAN GULF,27.665,52.348,30,
83,1026,16,,7.5,JAPAN,OFF MASUDA, SHIMANE PREFECTURE,34.8,131.8,85
84,1033,5,,,SYRIA,AKKO,33,35,50,
87,1039,2,,6.8,TURKEY,CONSTANTINOPLE,38.4,27.3,50,
3102,1050,,,,GREECE,ISLAND OF THIRA,36.404,25.396,50,
3103,1065,23,,,TURKEY,MARMARA SEA,,,50,
90,1068,18,,,ISRAEL,GULF OF AQABA,29.5,34.95,30,
91,1076,31,,,CHINA,GUANGDONG PROVINCE, SOUTH CHINA SEA,23,117,84
5500,1088,13,,,JAPAN,MIYAKO, IWATE PREFECTURE,39.64,141.96,85
93,1088,10,,7,JAPAN,MIYAKO, IWATE PREFECTURE,40.5,143,85
95,1092,13,,,JAPAN,TERADOMARI, NIIGARA PREFECTURE,,,85
96,1096,17,,8.4,JAPAN,ENSHUNADA,34,137.5,85,7
2992,1099,22,,8.4,JAPAN,NANKAIDO,33,135.5,85,
97,1099,11,,,UK,WEST CORNWALL, ENGLAND,50.116,-5.483,73
98,1106,,,,ITALY,MALAMOCCO,45.5,12.3,50,
4201,1112,20,,,ITALY,CAMPANIA,40.85,14.25,50,
3106,1114,12,,7,ITALY,CALABRIAN ARC,36.5,36,50,
99,1134,1,,,NORTH SEA,SOUTHERN NORTH SEA,,,73,
2852,1169,4,,7,ITALY,EASTERN SICILY,37.3,15.03,50,
3107,1169,11,,,ITALY,CALABRIAN ARC,37.734,15.004,50,
3108,1172,,,,ITALY,ISLAND OF SICILY,38,15,50,
100,1202,20,,7.6,SYRIA,SOUTHWESTERN SYRIA,33.5,36,50,
101,1222,,,6.6,CYPRUS ISLAND,CYPRUS,34.5,33,50,
3478,1231,11,,6.9,TURKEY,MARMARA SEA,41,28.6,50,
104,1241,22,,7,JAPAN,KAMAKURA, SAGAMI BAY,35.2,139.4,85
105,1257,9,,7.5,JAPAN,OFF SANRIKU,39,144,85,
106,1257,9,,7,JAPAN,SAGAMI BAY, JAPAN,35.2,139.5,85
3109,1265,11,,6.6,TURKEY,MARMARA SEA,40.7,27.4,50,
3479,1270,,,,GREECE,IONIAN SEA,41.3,19.5,50,
108,1273,,,6.5,ALBANIA,ALBANIAN COASTS,41.3,19.7,50,
110,1293,27,,7.1,JAPAN,KAMAKURA, SAGAMI BAY,35.2,139.4,85
111,1303,8,,8,GREECE,AEGEAN SEA,34,26,50,
3111,1321,,,,ITALY,GULF OF VENICE,45.4,12.3,50,
3112,1329,28,,,ITALY,ISLAND OF SICILY,37.734,15.004,50,
114,1331,15,,7,JAPAN,OFF TANABE, WAKAYAMA PREFECTURE,33.7,135.2,85
115,1332,12,,6.8,TURKEY,CONSTANTINOPLE,40.9,28.9,50,
5556,1341,1,,6,UKRAINE,CRIMEA,44.3,34.3,40,
116,1341,31,,7,JAPAN,JUSANKO, TSUGARU AOMORI PREFECTURE,41,139.5,85
3480,1343,18,,7,TURKEY,MARMARA SEA,41,28.1,50,
3481,1343,20,,,TURKEY,MARMARA SEA,41,28.1,50,
3113,1343,25,,,ITALY,BAY OF NAPLES,,,50,
3114,1344,14,,6.9,TURKEY,MARMARA SEA, STRAIT OF BOSPORUS,40.8,28.8,50
3115,1348,25,,,ITALY,GULF OF VENICE,46.6,13.8,50,
122,1360,22,,7,JAPAN,KUMANONADA,33.4,136.2,85,
124,1361,3,,8.4,JAPAN,NANKAIDO,33,135,85,
3116,1365,2,,,ALGERIA,ALGIERS,36.8,3,50,
126,1389,20,,6.8,GREECE,CHIOS ISLAND, AEGEAN ISLANDS,38.4,26.3,50
3117,1402,,,7,GREECE,GULF OF CORINTH,38.11,22.41,50,
3545,1402,,,,SYRIA,SYRIA,35,37,50,
127,1403,16,,,GREECE,AEGEAN SEA - ASIA MINOR,,,50,
128,1403,,,7,JAPAN,KUMANONADA,33.7,136.5,85,2
129,1406,16,,6.2,JAPAN,SHIZUOKA, JAPAN,34.4,138.4,85
130,1407,23,,,NORTH KOREA,HAEJU COAST, YELLOW SEA,38,125.7,84
131,1408,21,,7,JAPAN,KUMANONADA,33.8,136.9,85,2
3565,1408,20,,,TURKEY,ANTIOCH,36.2,36.1,50,
2318,1419,25,,,TURKEY,MARMARA SEA,,,50,
132,1420,6,,,JAPAN,KASHIMA,,,85,2
133,1433,7,,7.1,JAPAN,OFF IZU-OSHIMA,34.9,139.5,85,2
135,1434,6,,,SOUTH KOREA,INCHON, CHEMULPO BAY, YELLOW SEA,37.5,126
3482,1437,28,,,GREECE,AEGEAN SEA,40,26.1,50,
136,1448,19,,7,JAPAN,SADO, JAPAN,37.5,138.2,85
3118,1456,4,,,ITALY,BAY OF NAPLES,41.3,14.7,50,
137,1481,3,,7.1,GREECE,ISLAND OF RHODES,36,28,50,3
5418,1481,3,,,GREECE,ISLAND OF RHODES,36,28,50,
139,1489,,,,TURKEY,SOUTH COASTS OF ASIA MINOR,,,50,
3119,1494,1,,7.2,GREECE,ISLAND OF CRETE,35.5,25.5,50,
142,1495,12,,7.1,JAPAN,KAMAKURA, SAGAMI BAY, TOKAIDO,35.1,139.5
144,1498,9,,6.4,JAPAN,ENSHUNADA,34.4,137.7,85,
145,1498,2,,,VENEZUELA,BOCA DE LA SIERPE,9.9,-62.3,74,
2993,1498,20,,7.5,JAPAN,NANKAIDO,33.5,135.2,85,
146,1498,20,,8.3,JAPAN,ENSHUNADA SEA,34,138.1,85,10
148,1500,10,,,JAPAN,TOKAIDO,,,85,
147,1500,,,,USA,HAWAII,,,80,
4271,1504,5,,,PORTUGAL,LISBON,,,73,
149,1508,29,,7.1,GREECE,ISLAND OF CRETE,35,25.5,50,
151,1509,17,,,CHINA,SOUTH CHINA SEA,31.5,121.5,84,
152,1509,10,,7.7,TURKEY,MARMARA SEA,40.8,28.1,50,
154,1510,21,,6.7,JAPAN,OSAKA BAY,34.6,135.4,85,2
156,1510,10,,,JAPAN,ENSHUNADA SEA,34.5,137.6,85,
157,1511,26,10,6.5,ITALY,NORTH ADRIATIC,46.2,13.433,50,
158,1512,,,,JAPAN,TOKUSHIMA PREFECTURE,,,85,
5488,1513,,,8.7,PERU,CALLAO,-17.2,-72.3,89,
159,1519,24,,,SOUTH KOREA,CHUNGCHONG PROVINCE, YELLOW SEA,36.3,126,84
160,1520,4,,7,JAPAN,KII, KUMANANONADA,33.6,136.3,85
161,1521,,,,JAPAN,NANKAIDO,,,85,
4265,1522,22,,,PORTUGAL,AZORES,,,73,
3648,1524,,,,INDIA,DABUL (DABHEL),17,73.2,60,
163,1530,1,,,VENEZUELA,CUMANA,10.7,-64.1,74,7.3
165,1531,26,,7.7,PORTUGAL,TAGUS RIVER, LISBON,38.7,-9.1,73
3575,1531,,,4.8,CHINA,JIANGSU PROVINCE,30.7,117.5,84,
166,1534,,,,ISRAEL,PALESTINE,,,50,
167,1537,,,,MEXICO,S. MEXICO,,,88,
3120,1538,26,,,ITALY,POZZUOLI,40.8,14.2,50,
168,1539,24,,,HONDURAS,CABO DE HIGUERAS,16.2,-88.5,74,
2874,1540,,,,USA,COOK INLET, AK,59.37,-153.42,87
169,1541,25,,,VENEZUELA,CUBAGUA ISLAND,10.8,-64.2,74,
5404,1542,10,,6.6,ITALY,SICILY, ITALY,37.07,15.3,50
170,1543,1,,,VENEZUELA,CUMANA,10.7,-64.1,74,
171,1545,7,,,JAPAN,IZU PENINSULA,34.8,139,85,
173,1546,14,,6.5,ISRAEL,GAZA - JAFFA,32,35.5,50,
174,1556,21,,,SOUTH KOREA,YELLOW SEA,37,126,84,
176,1562,25,,,JAPAN,W. KYUSHU ISLAND,32.5,130.6,85,
3121,1562,20,,,ITALY,REGGIO DI CALABRIA,40.5,15.5,50,
178,1562,28,,8,CHILE,SOUTHERN CHILE,-38.7,-73.5,89,
3122,1564,20,,5.8,FRANCE,LIGURIA-COTE D'AZUR,44.017,7.283,50,
179,1570,8,,8.3,CHILE,CENTRAL CHILE,-36.75,-73,89,
3483,1570,,,,GREECE,DODECANESE,,,50,
181,1571,20,,,JAPAN,TAKADA, JAPAN,,,85
3484,1571,17,,,TURKEY,MARMARA SEA,,,50,
182,1571,1,,,HOLLAND,HOLLAND,,,73,
185,1575,16,,8.5,CHILE,SOUTHERN CHILE,-39.8,-73.2,89,
5646,1579,16,,,COSTA RICA,CANO ISLAND,8.705,-83.88,88,
186,1580,,,,NORTH KOREA,YELLOW SEA,40,128,84,
187,1580,6,33,6.2,UK,DOVER STRAITS, ENGLAND,51.019,1.309,73
3681,1582,22,30,8.2,PERU,S. PERU,-16.6,-71.6,89,
5410,1584,17,30,8.4,PERU,PERU,-11.8,-77.8,89,
188,1585,11,,,JAPAN,OFF MIYAGI PREFECTURE,,,85,2
191,1586,18,,8.2,JAPAN,ISE BAY,35,136.8,85,
194,1586,10,60,8.5,PERU,CENTRAL PERU,-12.3,-77.7,89,26
3686,1587,9,,,PERU,,-5.3,-80.5,89,
197,1589,21,,6.7,JAPAN,SURUGA, JAPAN,34.8,138.2,85
198,1590,,,7.7,PERU,S. PERU,-17.2,-72.9,89,
199,1591,26,,,PORTUGAL,AZORES,37.783,-25.5,73,
3123,1594,,,,ITALY,BAY OF NAPLES,40.8,14.4,50,
203,1596,4,,6.9,JAPAN,BEPPU BAY, KYUSHU,33.3,131.7,85
204,1597,10,,6.4,JAPAN,BEPPU BAY, JAPAN,33.3,131.6,85
5565,1601,8,,6.2,SWITZERLAND,,46.8,8.5,50,
3124,1601,,,,GREECE,ISLAND OF CRETE,35.5,25.5,50,
207,1602,8,,7.2,JAPAN,BOSO, JAPAN,35.1,140.5,85
209,1603,,,,JAPAN,KUMANONADA,,,85,2
212,1604,24,30,8.5,PERU,S. PERU,-17.88,-70.94,89,5
3548,1604,29,,8,CHINA,SOUTH CHINA SEA,25,119.5,84,
210,1604,,,,GREECE,CRETE,35.5,25.5,50,
216,1605,3,,7.9,JAPAN,NANKAIDO,33,134.9,85,10
2954,1605,3,,7.9,JAPAN,ENSHUNADA,33.5,138.5,85,
219,1606,23,,,JAPAN,CHICHIJIMA-TOKAIDO,31.9,140,85,
5570,1607,30,,,UK,BRISTOL CHANNEL, ENGLAND,51.5,-2.7,73
3563,1608,20,,7.6,IRAN,CASPIAN SEA,36.4,50.5,40,
222,1608,1,,,INDONESIA,GAMALAMA, TERNATE ISLAND,0.8,127.325,83
224,1609,19,,,UK,ENGLAND,51.5,0.466,73,
3125,1609,,,7.2,GREECE,ISLAND OF RHODES,36.4,28.4,50,
226,1611,2,,8.1,JAPAN,SANRIKU,39,144.5,85,25
2328,1612,8,,6.7,GREECE,ISLAND OF CRETE,35.5,25.5,50,
3126,1613,25,,5.6,ITALY,MESSINA,38.117,14.783,50,
228,1614,26,,7.7,JAPAN,NIIGATA PREFECTURE,37.5,138,85,
2289,1615,5,,5.7,UKRAINE,BLACK SEA,44.9,35.5,40,1
230,1615,16,,7.5,CHILE,NORTHERN CHILE,-18.5,-70.35,89,4
231,1616,9,,7,JAPAN,MIYAGI PREFECTURE,38.1,142,85,
233,1616,6,,7.5,JAPAN,SANRIKU,39,144.5,85,
235,1619,1,,6.4,JAPAN,YATSUSHIRO, JAPAN,32.5,130.6,85
236,1622,5,,6.6,GREECE,ISLAND OF ZAKYNTHOS,37.6,21,50,
3127,1624,19,,,ITALY,DELTA OF THE PO,44.6,11.8,50,
3128,1627,30,,6.7,ITALY,GARGANO PENINSULA,41.733,15.35,50,
238,1627,14,,8,PHILIPPINES,W. LUZON ISLAND,18.4,121.6,84,
240,1629,27,,,GREECE,CRETE,35,,50,
241,1629,7,,,GREECE,ISLAND OF CRETE,,,50,
3789,1629,9,70,7,GREECE,CRETE,36,25,50,
243,1629,1,,,INDONESIA,BANDA SEA,-4.6,129.9,83,16
242,1630,9,,,GREECE,ISLANDS OF CYTHERA & CRETE,,,50,
5182,1630,,,,INDONESIA,BANDA SEA,-4.6,129.9,83,
3129,1631,17,,,ITALY,BAY OF NAPLES,40.821,14.426,50,
245,1633,1,,7.1,JAPAN,SAGAMI BAY,35.2,139.2,85,
246,1633,14,,,CHILE,SOUTHERN CHILE,-41.8,-73.8,89,
248,1633,5,,6.9,GREECE,ISLAND OF ZAKYNTHOS,37.6,21,50,
3549,1634,,,5.5,CHINA,HUBEI PROVINCE,30.7,115.1,84,1
249,1636,31,,,EAST CHINA SEA,E. CHINA SEA-S.JAPAN,35.1,129.05,84,
3130,1636,30,,7.2,GREECE,IONIAN SEA,38.1,20.3,50,
3131,1638,27,,7,ITALY,TYRRHENIAN CALABRIA,39.033,16.283,50,
250,1638,,,,PHILIPPINES,W. LUZON ISLAND,,,84,
251,1640,4,,,GERMANY,ROER VALLEY,50.8,5.7,73,
253,1640,31,,6.5,JAPAN,SE. HOKKAIDO ISLAND,42.07,140.68,85,
254,1640,16,,,CHINA,SOUTH CHINA SEA,23,117,84,
255,1641,21,,,PORTUGAL,AZORES,38.4,-28.1,73,
256,1642,4,,6.7,JAPAN,BOSO, JAPAN,35.2,140.6,85
258,1643,25,,6.5,SOUTH KOREA,SEA OF JAPAN,35.5,129.5,84,
259,1644,18,,6.9,JAPAN,HONJO, AKITA,39.4,140.1,85
260,1645,30,,8,PHILIPPINES,W. LUZON ISLAND,14.4,121,84,
3133,1646,5,,5.2,ITALY,LIVORNO,43.55,10.317,50,
262,1646,5,,,TURKEY,MARMARA SEA,41.04,28.98,50,
5420,1646,9,,7.6,JAPAN,SANRIKU,37.7,141.7,85,
263,1647,7,,,PERU,S. PERU,-15.5,-75,89,
266,1648,29,,,INDONESIA,BANDA SEA,,,83,
3134,1649,,,5,ITALY,MESSINA STRAITS,38.183,15.55,50,
267,1649,30,,,JAPAN,TOKAIDO,,,85,
268,1649,9,,6.5,SOUTH KOREA,YELLOW SEA,35.5,126,84,
269,1650,29,,6.3,GREECE,THERA ISLAND (SANTORINI),36.404,25.396,50,30
273,1650,13,,,JAPAN,ECHIZEN (FUKUI),,,85,
274,1651,,,,PERU,PERU-NORTHERN CHILE,,,89,
276,1652,,,,ICELAND,ICELAND,,,73,
278,1653,,,,PHILIPPINES,SIBUYAN SEA,13.1,121.6,84,
277,1653,,,,PORTUGAL,AZORES,38.4,-27.1,73,
3680,1655,13,,7.7,PERU,CENTRAL PERU,-12.3,-77.6,89,
281,1657,15,,8,CHILE,CENTRAL CHILE,-36.83,-73.03,89,
282,1657,9,,,CHILE,CENTRAL CHILE,-33.5,-70.7,89,
284,1657,,,,JAPAN,CHOSHI,,,85,
283,1657,,,,INDONESIA,BANDA SEA,-3,128,83,
3486,1659,17,,7.4,GREECE,AEGEAN SEA,41,27.8,50,
285,1659,11,,,INDONESIA,BANDA SEA,-6.92,129.125,83,1.5
5482,1660,,,,PAPUA NEW GUINEA,LONG ISLAND,-5.358,147.12,82,
288,1661,8,,6,TAIWAN,SOUTH CHINA SEA,23,120.1,84,
3135,1661,22,,,ITALY,GULF OF VENICE,,,50,
289,1662,20,,,JAPAN,SANRIKU,,,85,
291,1662,30,,7.6,JAPAN,HIUGANADA,31.7,132,85,1
293,1664,,,,JAPAN,TORISHIMA, RYUKYU ISLANDS,27.85,128.25,85
294,1666,31,,6.4,JAPAN,AICHI PREFECTURE,35,136.8,85,
297,1667,6,,7.2,CROATIA,DALMATIAN COASTS,42.6,18.1,50,
298,1667,30,,6.6,TURKEY,IZMIR,38.4,27.1,50,
295,1667,,,6.7,JAPAN,MIYAKOJIMA, JAPAN,25,125.5,85
2440,1668,13,,,USA,BOSTON AND SALEM, MASSACHUSETTS,42.35,-71.05,75
299,1668,10,,6.6,TURKEY,SMYRNA, W. TURKEY,38.4,27.1,50
300,1668,25,,8.5,CHINA,TANCHENG, SHANDONG PROVINCE,35.3,118.6,84
301,1668,31,,6.4,NORTH KOREA,YELLOW SEA,38,126,84,
302,1668,23,,,PORTUGAL,AZORES,38.5,-28.1,73,
304,1670,19,,6.8,CHINA,EAST CHINA SEA,33,122.5,84,
305,1670,,,,JAPAN,SEIONAIKAI, JAPAN,,,85
307,1670,17,,6.4,JAPAN,BOSO, JAPAN,35.5,141,85
5423,1671,27,,6.9,JAPAN,NANKAIDO,33.4,134.7,85,
3487,1672,14,,6.8,GREECE,AEGEAN SEA,,,50,
3136,1672,14,,5.6,ITALY,CENTRAL ADRIATIC,43.933,12.583,50,
309,1672,,,6.5,GREECE,ISLAND OF TENEDOS,40,26,50,
308,1672,,,,GREECE,THIRA ISLAND &  CYCLADE ISLANDS,36.5,25.5,50,
310,1673,20,,,INDONESIA,N. MOLUCCAS ISLANDS,1.375,127.52,83,
311,1673,12,,,INDONESIA,BANDA SEA,-3,128,83,
312,1673,12,,,INDONESIA,N. MOLUCCAS ISLANDS,1.375,127.52,83,
315,1674,17,40,6.8,INDONESIA,BANDA SEA,-3.75,127.75,83,100
316,1674,6,,6,INDONESIA,BANDA SEA,-3.7,128.2,83,
318,1675,,,,PHILIPPINES,SULU SEA,13,121,84,
320,1676,,,,JAPAN,HITACHI,,,85,
319,1676,,,,PORTUGAL,AZORES,38.733,-27.066,73,
321,1677,13,,8.1,JAPAN,SANRIKU,40,144,85,6
322,1677,4,,7.4,JAPAN,OFF SE. BOSO PENINSULA,35,141.5,85,8
323,1677,7,,,PHILIPPINES,W. LUZON ISLAND,14.5,120.5,84,
325,1678,18,40,8.4,PERU,CENTRAL PERU,-9,-79,89,
327,1680,29,,,JAPAN,ENSHUNADA,,,85,
5501,1680,28,,,JAPAN,TOTOMI-NADA,34.6,137.6,85,
4279,1680,9,,,SPAIN,ALBORAN SEA,36.5,-3.6,50,
3488,1681,10,,,GREECE,CRETE,35.6,24,50,
329,1681,10,,7.5,CHILE,NORTHERN CHILE,-18.5,-70.35,89,
330,1681,12,,,SOUTH KOREA,SEA OF JAPAN,37.5,129.5,84,
331,1681,26,,,SOUTH KOREA,SEA OF JAPAN,37.5,129.5,84,
5302,1681,11,,,INDONESIA,SUMATRA,,,60,
3137,1682,,,,ITALY,BAY OF NAPLES,,,50,
332,1682,19,,,PERU,PERU,,,89,
333,1682,,,,CHINA,SOUTH CHINA SEA,,,84,
334,1686,,,,CHILE,CHILE,,,89,
335,1687,12,,7.5,CHILE,CENTRAL CHILE,-32.8,-70.7,89,
336,1687,26,,,JAPAN,S. JAPAN,,,85,
337,1687,20,30,8.5,PERU,S. PERU,-13.5,-76.5,89,
340,1688,1,,,JAMAICA,PORT ROYAL,17.6,-76.5,74,
339,1688,10,,7,TURKEY,IZMIR,38.4,26.9,50,
342,1689,,,,JAPAN,SANRIKU,,,85,2
3138,1690,3,,7.7,ITALY,BAY OF NAPLES,,,50,
345,1690,16,,8,ANTIGUA AND BARBUDA,ANTIGUA; SAINT KITTS AND NEVIS,17.5,-61.5,74,
343,1690,,,,INDONESIA,BANDA SEA,,,83,
344,1690,,,,PERU,PERU,,,89,
4269,1691,26,,,PORTUGAL,AZORES,,,73,
346,1692,7,,7.7,JAMAICA,PORT ROYAL,17.8,-76.7,74,1.8
3813,1693,9,,6,ITALY,EASTERN SICILY,37.333,15.167,50,
3139,1693,11,,7.4,ITALY,ISLAND OF SICILY,37.133,15.017,50,
347,1693,13,,,ICELAND,MOUNT HEKLA,64,-19.683,73,
5601,1694,,,5.5,TAIWAN,TAIWAN,25,121.5,84,
3140,1694,8,,,ITALY,ADRIATIC SEA,40.8,15.6,50,
351,1696,25,,,JAPAN,FUKUSHIMA, JAPAN,,,85
352,1696,25,,,JAPAN,ISHINOMAKI,,,85,
3141,1698,14,,,ITALY,BAY OF NAPLES,40.821,14.426,50,
355,1698,22,,6.4,JAPAN,SEIKAIDO-NANKAIDO,33.3,131.7,85,
3142,1699,,,,ITALY,CATANIA,37.15,15.1,50,
356,1699,,,,JAPAN,SW. KYUSHU ISLAND,,,85,
357,1699,8,,,JAPAN,ENSHUNADA,,,85,
361,1700,27,,9,USA,CASCADIA SUBDUCTION ZONE,45,-125,88,
362,1700,1,,,JAPAN,NAGASAKI PREFECTURE,32.7,129.7,85,
2690,1700,16,,7,JAPAN,TSUSHIMA, NAGASAKI PREFECTURE,34.2,129.3,85
365,1700,12,,6.5,SOUTH KOREA,YELLOW SEA,36.5,126.5,84,
3143,1703,2,,6.7,ITALY,LATIUM,42.467,13.2,50,
3144,1703,2,,3.2,ITALY,LIGURIA-COTE D'AZUR,44.4,8.917,50,
367,1703,30,,8.2,JAPAN,OFF SW BOSO PENINSULA,34.7,139.8,85,10.5
370,1704,,,,JAPAN,SURUGA,34.8,138.6,85,2
368,1704,,,,JAPAN,TAIJI, KII,33.6,136,85
373,1705,26,,,CHILE,NORTHERN CHILE,-18.6,-70.2,89,8
